pair_id,small_recipe_id,large_recipe_id,group_type,cooking_method,ingredient_name,role,derived_category,N,base,Y,unit,ratio,log_ratio,log_N,composite_score
A0040_LS_A0241,A0040,LS_A0241,습열,끓이기(삶기),두부,sub,,100,20.0,2000.0,g,1.0,0.0,4.605170185988092,0.6774
A1590_LS_A0184,A1590,LS_A0184,습열,끓이기,카레가루,seasoning,,100,20.0,400.0,g,0.2,-1.6094379124341003,4.605170185988092,0.6766
A1721_LS_A0239,A1721,LS_A0239,습열,끓이기(삶기),멸치,sub,,100,2.0,500.0,g,2.5,0.9162907318741551,4.605170185988092,0.6749
A1721_LS_A0239,A1721,LS_A0239,습열,끓이기(삶기),두부,sub,,100,30.0,2000.0,g,0.6666666666666666,-0.40546510810816444,4.605170185988092,0.6749
A1721_LS_A0239,A1721,LS_A0239,습열,끓이기(삶기),된장,seasoning,,100,15.0,2000.0,g,1.3333333333333333,0.28768207245178085,4.605170185988092,0.6749
A1721_LS_A0239,A1721,LS_A0239,습열,끓이기(삶기),다시마,sub,,100,1.0,100.0,g,1.0,0.0,4.605170185988092,0.6749
A1462_LS_A0253,A1462,LS_A0253,습열,끓이기(삶기),콩나물,sub,water_base,100,20.0,2000.0,g,1.0,0.0,4.605170185988092,0.6749
A1462_LS_A0253,A1462,LS_A0253,습열,끓이기(삶기),무,sub,,100,30.0,4000.0,g,1.3333333333333333,0.28768207245178085,4.605170185988092,0.6749
A1462_LS_A0253,A1462,LS_A0253,습열,끓이기(삶기),마늘,seasoning,,100,5.0,200.0,g,0.4,-0.916290731874155,4.605170185988092,0.6749
A1462_LS_A0253,A1462,LS_A0253,습열,끓이기(삶기),대파,sub,,100,10.0,400.0,g,0.4,-0.916290731874155,4.605170185988092,0.6749
A1462_LS_A0253,A1462,LS_A0253,습열,끓이기(삶기),대구,main,,100,40.0,10000.0,g,2.5,0.9162907318741551,4.605170185988092,0.6749
A1721_LS_A0239,A1721,LS_A0239,습열,끓이기(삶기),실파,sub,,100,2.0,200.0,g,1.0,0.0,4.605170185988092,0.6749
A1814_LS_A0368,A1814,LS_A0368,습열,끓이기(삶기),당근,sub,,100,10.0,500.0,g,0.5,-0.6931471805599453,4.605170185988092,0.6717
A1547_LS_A0460,A1547,LS_A0460,건열,굽기,달걀,sub,,100,20.0,2000.0,g,1.0,0.0,4.605170185988092,0.6715
A1907_LS_A0173,A1907,LS_A0173,건열,볶기,당근,sub,,100,5.0,1000.0,g,2.0,0.6931471805599453,4.605170185988092,0.6713
A1907_LS_A0173,A1907,LS_A0173,건열,볶기,마늘,seasoning,,100,1.0,200.0,g,2.0,0.6931471805599453,4.605170185988092,0.6713
A1907_LS_A0173,A1907,LS_A0173,건열,볶기,소고기,main,,100,10.0,2500.0,g,2.5,0.9162907318741551,4.605170185988092,0.6713
A1907_LS_A0173,A1907,LS_A0173,건열,볶기,양파,sub,,100,10.0,2000.0,g,2.0,0.6931471805599453,4.605170185988092,0.6713
A1425_LS_A0568,A1425,LS_A0568,습열,볶기,마늘,seasoning,,100,1.0,200.0,g,2.0,0.6931471805599453,4.605170185988092,0.6696
A2080_LS_A0321,A2080,LS_A0321,비가열,무치기,마늘,seasoning,,100,1.0,40.0,g,0.4,-0.916290731874155,4.605170185988092,0.6696
A2080_LS_A0321,A2080,LS_A0321,비가열,무치기,설탕,seasoning,,100,0.5,100.0,g,2.0,0.6931471805599453,4.605170185988092,0.6696
A1425_LS_A0568,A1425,LS_A0568,습열,볶기,설탕,seasoning,,100,1.0,100.0,g,1.0,0.0,4.605170185988092,0.6696
A2080_LS_A0321,A2080,LS_A0321,비가열,무치기,식초,seasoning,,100,1.0,120.0,g,1.2,0.1823215567939546,4.605170185988092,0.6696
A2080_LS_A0321,A2080,LS_A0321,비가열,무치기,고춧가루,sub,,100,1.0,130.0,g,1.3,0.26236426446749106,4.605170185988092,0.6696
A1231_LS_A0518,A1231,LS_A0518,습열,졸이기(조리기),감자,main,,100,85.0,24000.0,g,2.823529411764706,1.037987666851675,4.605170185988092,0.6689
A1610_LS_A0245,A1610,LS_A0245,습열,끓이기(삶기),간장,seasoning,,100,1.0,100.0,g,1.0,0.0,4.605170185988092,0.6683
A1610_LS_A0245,A1610,LS_A0245,습열,끓이기(삶기),대파,sub,,100,5.0,400.0,g,0.8,-0.2231435513142097,4.605170185988092,0.6683
A1610_LS_A0245,A1610,LS_A0245,습열,끓이기(삶기),달걀,sub,,100,15.0,1650.0,g,1.1,0.09531017980432493,4.605170185988092,0.6683
A1610_LS_A0245,A1610,LS_A0245,습열,끓이기(삶기),김가루,sub,,100,2.0,50.0,g,0.25,-1.3862943611198906,4.605170185988092,0.6683
A1909_LS_A0293,A1909,LS_A0293,건열,볶기,소고기,main,,100,60.0,9000.0,g,1.5,0.4054651081081644,4.605170185988092,0.6667
A1747_LS_A0139,A1747,LS_A0139,비가열,무치기,고춧가루,seasoning,,80,1.0,200.0,g,2.5,0.9162907318741551,4.382026634673881,0.6636
A1747_LS_A0139,A1747,LS_A0139,비가열,무치기,마늘,seasoning,,80,1.0,200.0,g,2.5,0.9162907318741551,4.382026634673881,0.6636
A0855_LS_A0313,A0855,LS_A0313,건열,볶기,식용유,seasoning,oil_fat,100,3.0,500.0,g,1.6666666666666667,0.5108256237659907,4.605170185988092,0.6627
A0855_LS_A0313,A0855,LS_A0313,건열,볶기,돼지고기,sub,,100,20.0,2000.0,g,1.0,0.0,4.605170185988092,0.6627
A0855_LS_A0313,A0855,LS_A0313,건열,볶기,달걀,sub,,100,30.0,8250.0,g,2.75,1.0116009116784799,4.605170185988092,0.6627
A0855_LS_A0313,A0855,LS_A0313,건열,볶기,간장,seasoning,,100,2.0,600.0,g,3.0,1.0986122886681098,4.605170185988092,0.6627
A0626_LS_A0355,A0626,LS_A0355,비가열,무치기,마늘,seasoning,,100,1.0,100.0,g,1.0,0.0,4.605170185988092,0.662
A0626_LS_A0355,A0626,LS_A0355,비가열,무치기,참기름,seasoning,oil_fat,100,0.5,30.0,g,0.6,-0.5108256237659907,4.605170185988092,0.662
A0626_LS_A0355,A0626,LS_A0355,비가열,무치기,소금,seasoning,,100,0.1,30.0,g,3.0,1.0986122886681098,4.605170185988092,0.662
A0626_LS_A0355,A0626,LS_A0355,비가열,무치기,생강,seasoning,,100,0.5,50.0,g,1.0,0.0,4.605170185988092,0.662
A1224_LS_A0454,A1224,LS_A0454,건열,굽기,감자,main,,100,60.0,5000.0,g,0.8333333333333334,-0.1823215567939546,4.605170185988092,0.6619
A1224_LS_A0454,A1224,LS_A0454,건열,굽기,식용유,sub,oil_fat,100,5.0,500.0,g,1.0,0.0,4.605170185988092,0.6619
A1299_LS_A0269,A1299,LS_A0269,습열,끓이기(삶기),고추장,seasoning,,100,7.0,1200.0,g,1.7142857142857142,0.5389965007326869,4.605170185988092,0.6607
A1299_LS_A0269,A1299,LS_A0269,습열,끓이기(삶기),대파,sub,,100,5.0,700.0,g,1.4,0.3364722366212129,4.605170185988092,0.6607
A1299_LS_A0269,A1299,LS_A0269,습열,끓이기(삶기),마늘,seasoning,,100,5.0,150.0,g,0.3,-1.2039728043259361,4.605170185988092,0.6607
A1299_LS_A0269,A1299,LS_A0269,습열,끓이기(삶기),양파,sub,,100,10.0,1000.0,g,1.0,0.0,4.605170185988092,0.6607
A1299_LS_A0269,A1299,LS_A0269,습열,끓이기(삶기),풋고추,sub,,100,5.0,150.0,g,0.3,-1.2039728043259361,4.605170185988092,0.6607
A1792_LS_A0450,A1792,LS_A0450,건열,굽기,부추,main,,100,15.0,4000.0,g,2.6666666666666665,0.9808292530117262,4.605170185988092,0.6598
A1792_LS_A0450,A1792,LS_A0450,건열,굽기,부침가루,sub,,100,15.0,1000.0,g,0.6666666666666666,-0.40546510810816444,4.605170185988092,0.6598
A0887_LS_A0291,A0887,LS_A0291,건열,볶기,돼지고기,main,,100,40.0,9000.0,g,2.25,0.8109302162163288,4.605170185988092,0.6595
A0887_LS_A0291,A0887,LS_A0291,건열,볶기,식용유,seasoning,oil_fat,100,2.0,200.0,g,1.0,0.0,4.605170185988092,0.6595
A0887_LS_A0291,A0887,LS_A0291,건열,볶기,생강,seasoning,,100,3.0,100.0,g,0.3333333333333333,-1.0986122886681098,4.605170185988092,0.6595
A0887_LS_A0291,A0887,LS_A0291,건열,볶기,간장,seasoning,,100,5.0,100.0,g,0.2,-1.6094379124341003,4.605170185988092,0.6595
A0887_LS_A0291,A0887,LS_A0291,건열,볶기,대파,sub,,100,5.0,1000.0,g,2.0,0.6931471805599453,4.605170185988092,0.6595
A1354_LS_A0508,A1354,LS_A0508,습열,찌기,고춧가루,seasoning,,100,2.0,200.0,g,1.0,0.0,4.605170185988092,0.6595
A1354_LS_A0508,A1354,LS_A0508,습열,찌기,깻잎,main,,100,20.0,3000.0,g,1.5,0.4054651081081644,4.605170185988092,0.6595
A1905_LS_A0215,A1905,LS_A0215,습열,끓이기,소고기,sub,,100,20.0,1500.0,g,0.75,-0.2876820724517809,4.605170185988092,0.6595
A1840_LS_A0419,A1840,LS_A0419,비가열,무치기,겨자가루,sub,,100,2.0,80.0,g,0.4,-0.916290731874155,4.605170185988092,0.6583
A1840_LS_A0419,A1840,LS_A0419,비가열,무치기,마늘,seasoning,,100,1.0,200.0,g,2.0,0.6931471805599453,4.605170185988092,0.6583
A0783_LS_A0394,A0783,LS_A0394,비가열,절이기(담그기),고춧가루,sub,,100,2.0,200.0,g,1.0,0.0,4.605170185988092,0.6579
A0783_LS_A0394,A0783,LS_A0394,비가열,절이기(담그기),마늘,seasoning,,100,3.0,80.0,g,0.26666666666666666,-1.3217558399823195,4.605170185988092,0.6579
A0783_LS_A0394,A0783,LS_A0394,비가열,절이기(담그기),생강,seasoning,,100,1.0,40.0,g,0.4,-0.916290731874155,4.605170185988092,0.6579
A1566_LS_A0237,A1566,LS_A0237,습열,끓이기(삶기),마늘,seasoning,,100,4.0,100.0,g,0.25,-1.3862943611198906,4.605170185988092,0.6578
A1236_LS_A0267,A1236,LS_A0267,습열,끓이기(삶기),표고버섯,sub,,100,5.0,300.0,g,0.6,-0.5108256237659907,4.605170185988092,0.6571
A1386_LS_A0171,A1386,LS_A0171,건열,볶기,청피망,sub,,100,10.0,400.0,g,0.4,-0.916290731874155,4.605170185988092,0.6565
A1386_LS_A0171,A1386,LS_A0171,건열,볶기,햄,sub,,100,20.0,2000.0,g,1.0,0.0,4.605170185988092,0.6565
A1511_LS_A0305,A1511,LS_A0305,건열,볶기,참기름,seasoning,oil_fat,100,1.0,100.0,g,1.0,0.0,4.605170185988092,0.654
A1511_LS_A0305,A1511,LS_A0305,건열,볶기,참깨,seasoning,,100,0.3,50.0,g,1.6666666666666667,0.5108256237659907,4.605170185988092,0.654
A1511_LS_A0305,A1511,LS_A0305,건열,볶기,간장,seasoning,,100,3.0,500.0,g,1.6666666666666667,0.5108256237659907,4.605170185988092,0.654
A0574_LS_A0229,A0574,LS_A0229,습열,끓이기(삶기),마늘,seasoning,,100,1.25,100.0,g,0.8,-0.2231435513142097,4.605170185988092,0.6536
A0574_LS_A0229,A0574,LS_A0229,습열,끓이기(삶기),소고기,main,,100,15.0,2000.0,g,1.3333333333333333,0.28768207245178085,4.605170185988092,0.6536
A0574_LS_A0229,A0574,LS_A0229,습열,끓이기(삶기),대파,sub,,100,2.5,100.0,g,0.4,-0.916290731874155,4.605170185988092,0.6536
A0012_LS_A0139,A0012,LS_A0139,비가열,무치기,생강,seasoning,,80,1.0,100.0,g,1.25,0.22314355131420976,4.382026634673881,0.6536
A2062_LS_A0185,A2062,LS_A0185,건열,볶기,양파,sub,,100,20.0,2500.0,g,1.25,0.22314355131420976,4.605170185988092,0.6528
A2062_LS_A0185,A2062,LS_A0185,건열,볶기,토마토케첩,seasoning,,100,10.0,1500.0,g,1.5,0.4054651081081644,4.605170185988092,0.6528
A2062_LS_A0185,A2062,LS_A0185,건열,볶기,쌀,main,,100,90.0,13000.0,g,1.4444444444444444,0.36772478012531734,4.605170185988092,0.6528
A2062_LS_A0185,A2062,LS_A0185,건열,볶기,당근,sub,,100,10.0,1500.0,g,1.5,0.4054651081081644,4.605170185988092,0.6528
A1800_LS_A0321,A1800,LS_A0321,비가열,무치기,실파,sub,,100,5.0,700.0,g,1.4,0.3364722366212129,4.605170185988092,0.6525
A1800_LS_A0321,A1800,LS_A0321,비가열,무치기,물엿,seasoning,,100,3.0,550.0,g,1.8333333333333333,0.6061358035703155,4.605170185988092,0.6525
A1800_LS_A0321,A1800,LS_A0321,비가열,무치기,고추장,sub,,100,3.0,500.0,g,1.6666666666666667,0.5108256237659907,4.605170185988092,0.6525
A1304_LS_A0264,A1304,LS_A0264,습열,끓이기(삶기),마늘,seasoning,,100,1.0,200.0,g,2.0,0.6931471805599453,4.605170185988092,0.6516
A1304_LS_A0264,A1304,LS_A0264,습열,끓이기(삶기),양파,sub,,100,10.0,1000.0,g,1.0,0.0,4.605170185988092,0.6516
A1304_LS_A0264,A1304,LS_A0264,습열,끓이기(삶기),생강,seasoning,,100,1.0,50.0,g,0.5,-0.6931471805599453,4.605170185988092,0.6516
A1304_LS_A0264,A1304,LS_A0264,습열,끓이기(삶기),대파,sub,,100,5.0,300.0,g,0.6,-0.5108256237659907,4.605170185988092,0.6516
A2274_LS_A0420,A2274,LS_A0420,비가열,무치기,간장,seasoning,,100,10.0,500.0,g,0.5,-0.6931471805599453,4.605170185988092,0.6504
A2274_LS_A0420,A2274,LS_A0420,비가열,무치기,고춧가루,sub,,100,1.0,200.0,g,2.0,0.6931471805599453,4.605170185988092,0.6504
A1659_LS_A0104,A1659,LS_A0104,습열,찌기,실파,sub,,100,2.0,50.0,g,0.25,-1.3862943611198906,4.605170185988092,0.65
A1659_LS_A0104,A1659,LS_A0104,습열,찌기,깻잎,main,,100,10.0,630.0,g,0.63,-0.4620354595965587,4.605170185988092,0.65
A1659_LS_A0104,A1659,LS_A0104,습열,찌기,참깨,seasoning,,100,0.5,20.0,g,0.4,-0.916290731874155,4.605170185988092,0.65
A1659_LS_A0104,A1659,LS_A0104,습열,찌기,고춧가루,seasoning,,100,1.0,20.0,g,0.2,-1.6094379124341003,4.605170185988092,0.65
A1659_LS_A0104,A1659,LS_A0104,습열,찌기,간장,seasoning,,100,5.0,270.0,g,0.54,-0.616186139423817,4.605170185988092,0.65
A1659_LS_A0104,A1659,LS_A0104,습열,찌기,참기름,seasoning,oil_fat,100,1.0,30.0,g,0.3,-1.2039728043259361,4.605170185988092,0.65
A0696_LS_A0518,A0696,LS_A0518,습열,졸이기(조리기),설탕,seasoning,,100,10.0,1000.0,g,1.0,0.0,4.605170185988092,0.6495
A0696_LS_A0518,A0696,LS_A0518,습열,졸이기(조리기),물,sub,water_base,100,200.0,4000.0,g,0.2,-1.6094379124341003,4.605170185988092,0.6495
A0696_LS_A0518,A0696,LS_A0518,습열,졸이기(조리기),간장,seasoning,,100,15.0,2000.0,g,1.3333333333333333,0.28768207245178085,4.605170185988092,0.6495
A0468_LS_A0352,A0468,LS_A0352,건열,굽기,당근,sub,,100,20.0,600.0,g,0.3,-1.2039728043259361,4.605170185988092,0.6488
A0468_LS_A0352,A0468,LS_A0352,건열,굽기,소금,seasoning,,100,0.3,60.0,g,2.0,0.6931471805599453,4.605170185988092,0.6488
A2308_LS_E0012,A2308,LS_E0012,습열,끓이기,건새우,sub,,100,1.0,40.0,g,0.4,-0.916290731874155,4.605170185988092,0.6485
A2308_LS_E0012,A2308,LS_E0012,습열,끓이기,마늘,seasoning,,100,1.0,40.0,g,0.4,-0.916290731874155,4.605170185988092,0.6485
A2308_LS_E0012,A2308,LS_E0012,습열,끓이기,두부,sub,,100,20.0,800.0,g,0.4,-0.916290731874155,4.605170185988092,0.6485
A2308_LS_E0012,A2308,LS_E0012,습열,끓이기,다시마,sub,,100,1.0,100.0,g,1.0,0.0,4.605170185988092,0.6485
A2308_LS_E0012,A2308,LS_E0012,습열,끓이기,팽이버섯,sub,,100,10.0,3000.0,g,3.0,1.0986122886681098,4.605170185988092,0.6485
A2308_LS_E0012,A2308,LS_E0012,습열,끓이기,멸치,sub,,100,2.0,100.0,g,0.5,-0.6931471805599453,4.605170185988092,0.6485
A1623_LS_A0305,A1623,LS_A0305,건열,볶기,식용유,seasoning,oil_fat,100,3.0,300.0,g,1.0,0.0,4.605170185988092,0.6479
A2091_LS_A0401,A2091,LS_A0401,비가열,무치기,물엿,seasoning,,100,5.0,250.0,g,0.5,-0.6931471805599453,4.605170185988092,0.6474
A2091_LS_A0401,A2091,LS_A0401,비가열,무치기,고추장,sub,,100,10.0,700.0,g,0.7,-0.35667494393873245,4.605170185988092,0.6474
A2091_LS_A0401,A2091,LS_A0401,비가열,무치기,식초,seasoning,,100,3.0,350.0,g,1.1666666666666667,0.15415067982725836,4.605170185988092,0.6474
A1781_LS_A0355,A1781,LS_A0355,비가열,무치기,참깨,seasoning,,100,0.3,20.0,g,0.6666666666666666,-0.40546510810816444,4.605170185988092,0.6473
A1781_LS_A0355,A1781,LS_A0355,비가열,무치기,설탕,seasoning,,100,0.5,150.0,g,3.0,1.0986122886681098,4.605170185988092,0.6473
A1781_LS_A0355,A1781,LS_A0355,비가열,무치기,멸치액젓,sub,,100,1.0,250.0,g,2.5,0.9162907318741551,4.605170185988092,0.6473
A1228_LS_A0301,A1228,LS_A0301,건열,볶기,참기름,seasoning,oil_fat,100,1.0,20.0,g,0.2,-1.6094379124341003,4.605170185988092,0.6471
A1516_LS_A0270,A1516,LS_A0270,습열,끓이기(삶기),돼지고기,main,,100,15.0,2000.0,g,1.3333333333333333,0.28768207245178085,4.605170185988092,0.6467
A1960_LS_A0139,A1960,LS_A0139,비가열,무치기,무,main,,80,70.0,8000.0,g,1.4285714285714286,0.3566749439387324,4.382026634673881,0.6464
A2296_LS_A0217,A2296,LS_A0217,습열,끓이기,소고기,sub,,100,30.0,2000.0,g,0.6666666666666666,-0.40546510810816444,4.605170185988092,0.6461
A2296_LS_A0217,A2296,LS_A0217,습열,끓이기,토란,main,,100,50.0,7000.0,g,1.4,0.3364722366212129,4.605170185988092,0.6461
A1969_LS_A0271,A1969,LS_A0271,습열,끓이기(삶기),쑥,main,,100,30.0,4000.0,g,1.3333333333333333,0.28768207245178085,4.605170185988092,0.6461
A1403_LS_A0311,A1403,LS_A0311,건열,볶기,마늘,seasoning,,100,2.0,200.0,g,1.0,0.0,4.605170185988092,0.6461
A2164_LS_A0222,A2164,LS_A0222,습열,끓이기(삶기),부추,sub,,100,30.0,2000.0,g,0.6666666666666666,-0.40546510810816444,4.605170185988092,0.6449
A2164_LS_A0222,A2164,LS_A0222,습열,끓이기(삶기),재첩,main,,100,100.0,5000.0,g,0.5,-0.6931471805599453,4.605170185988092,0.6449
A1556_LS_A0279,A1556,LS_A0279,습열,끓이기(삶기),대파,sub,,100,10.0,2000.0,g,2.0,0.6931471805599453,4.605170185988092,0.6424
A1556_LS_A0279,A1556,LS_A0279,습열,끓이기(삶기),돼지고기,main,,100,40.0,3000.0,g,0.75,-0.2876820724517809,4.605170185988092,0.6424
A1556_LS_A0279,A1556,LS_A0279,습열,끓이기(삶기),포기김치,sub,,100,30.0,4000.0,g,1.3333333333333333,0.28768207245178085,4.605170185988092,0.6424
A2122_LS_A0241,A2122,LS_A0241,습열,끓이기(삶기),고춧가루,seasoning,,100,0.5,50.0,g,1.0,0.0,4.605170185988092,0.6414
A2255_LS_A0088,A2255,LS_A0088,습열,졸이기,간장,seasoning,,300,1.0,300.0,g,1.0,0.0,5.703782474656201,0.6412
A2255_LS_A0088,A2255,LS_A0088,습열,졸이기,무,sub,,300,40.0,11000.0,g,0.9166666666666666,-0.08701137698962981,5.703782474656201,0.6412
A2255_LS_A0088,A2255,LS_A0088,습열,졸이기,물엿,seasoning,,300,2.0,250.0,g,0.4166666666666667,-0.8754687373538999,5.703782474656201,0.6412
A2255_LS_A0088,A2255,LS_A0088,습열,졸이기,고춧가루,seasoning,,300,1.0,250.0,g,0.8333333333333334,-0.1823215567939546,5.703782474656201,0.6412
A1033_LS_A0320,A1033,LS_A0320,건열,볶기,후추,sub,,100,0.1,20.0,g,2.0,0.6931471805599453,4.605170185988092,0.6412
A1033_LS_A0320,A1033,LS_A0320,건열,볶기,소금,seasoning,,100,0.4,50.0,g,1.25,0.22314355131420976,4.605170185988092,0.6412
A1489_LS_A0532,A1489,LS_A0532,습열,끓이기(삶기),양파,sub,,100,10.0,600.0,g,0.6,-0.5108256237659907,4.605170185988092,0.6411
A1018_LS_A0441,A1018,LS_A0441,건열,튀기기,후추,seasoning,,100,0.5,10.0,g,0.2,-1.6094379124341003,4.605170185988092,0.6405
A1333_LS_A0384,A1333,LS_A0384,비가열,무치기,참기름,seasoning,oil_fat,100,1.0,50.0,g,0.5,-0.6931471805599453,4.605170185988092,0.6402
A1804_LS_A0469,A1804,LS_A0469,건열,굽기,참기름,seasoning,oil_fat,100,1.0,200.0,g,2.0,0.6931471805599453,4.605170185988092,0.64
A1804_LS_A0469,A1804,LS_A0469,건열,굽기,소고기,main,,100,60.0,10000.0,g,1.6666666666666667,0.5108256237659907,4.605170185988092,0.64
A1431_LS_A0362,A1431,LS_A0362,비가열,무치기,고춧가루,sub,,100,1.0,150.0,g,1.5,0.4054651081081644,4.605170185988092,0.6393
A1431_LS_A0362,A1431,LS_A0362,비가열,무치기,마늘,seasoning,,100,1.0,100.0,g,1.0,0.0,4.605170185988092,0.6393
A1431_LS_A0362,A1431,LS_A0362,비가열,무치기,참기름,seasoning,oil_fat,100,1.0,200.0,g,2.0,0.6931471805599453,4.605170185988092,0.6393
A1431_LS_A0362,A1431,LS_A0362,비가열,무치기,참깨,seasoning,,100,0.3,30.0,g,1.0,0.0,4.605170185988092,0.6393
A1379_LS_A0298,A1379,LS_A0298,건열,볶기,양배추,sub,,100,30.0,5000.0,g,1.6666666666666667,0.5108256237659907,4.605170185988092,0.639
A1379_LS_A0298,A1379,LS_A0298,건열,볶기,풋고추,sub,,100,2.0,500.0,g,2.5,0.9162907318741551,4.605170185988092,0.639
A1720_LS_A0066,A1720,LS_A0066,습열,끓이기,건새우,sub,,100,1.0,100.0,g,1.0,0.0,4.605170185988092,0.6389
A2077_LS_A0397,A2077,LS_A0397,비가열,무치기,고추장,sub,,100,10.0,200.0,g,0.2,-1.6094379124341003,4.605170185988092,0.6384
A1414_LS_A0384,A1414,LS_A0384,비가열,무치기,식초,seasoning,,100,1.0,100.0,g,1.0,0.0,4.605170185988092,0.6373
A1414_LS_A0384,A1414,LS_A0384,비가열,무치기,설탕,seasoning,,100,1.0,50.0,g,0.5,-0.6931471805599453,4.605170185988092,0.6373
A1844_LS_A0059,A1844,LS_A0059,건열,굽기,삼치,main,,100,70.0,8000.0,g,1.1428571428571428,0.13353139262452257,4.605170185988092,0.6373
A1294_LS_A0110,A1294,LS_A0110,비가열,무치기,참기름,seasoning,oil_fat,130,1.0,135.0,g,1.0384615384615385,0.03774032798284711,4.867534450455582,0.637
A1294_LS_A0110,A1294,LS_A0110,비가열,무치기,고춧잎,main,,130,30.0,4000.0,g,1.0256410256410255,0.025317807984289786,4.867534450455582,0.637
A1294_LS_A0110,A1294,LS_A0110,비가열,무치기,간장,seasoning,,130,1.0,135.0,g,1.0384615384615385,0.03774032798284711,4.867534450455582,0.637
A1294_LS_A0110,A1294,LS_A0110,비가열,무치기,고추장,seasoning,,130,3.0,500.0,g,1.2820512820512822,0.24846135929849972,4.867534450455582,0.637
A1729_LS_A0226,A1729,LS_A0226,비가열,끓이기(삶기),오이,sub,,100,15.0,1500.0,g,1.0,0.0,4.605170185988092,0.6368
A1729_LS_A0226,A1729,LS_A0226,비가열,끓이기(삶기),마늘,seasoning,,100,1.0,50.0,g,0.5,-0.6931471805599453,4.605170185988092,0.6368
A1729_LS_A0226,A1729,LS_A0226,비가열,끓이기(삶기),식초,seasoning,,100,1.0,300.0,g,3.0,1.0986122886681098,4.605170185988092,0.6368
A1729_LS_A0226,A1729,LS_A0226,비가열,끓이기(삶기),설탕,seasoning,,100,1.0,140.0,g,1.4,0.3364722366212129,4.605170185988092,0.6368
A1301_LS_A0111,A1301,LS_A0111,비가열,무치기,오이,sub,,210,20.0,2000.0,g,0.47619047619047616,-0.7419373447293773,5.3471075307174685,0.6362
A1301_LS_A0111,A1301,LS_A0111,비가열,무치기,양파,sub,,210,10.0,1500.0,g,0.7142857142857143,-0.3364722366212129,5.3471075307174685,0.6362
A1301_LS_A0111,A1301,LS_A0111,비가열,무치기,당근,sub,,210,5.0,1000.0,g,0.9523809523809523,-0.048790164169432056,5.3471075307174685,0.6362
A1301_LS_A0111,A1301,LS_A0111,비가열,무치기,곤약,main,,210,40.0,12000.0,g,1.4285714285714286,0.3566749439387324,5.3471075307174685,0.6362
A1546_LS_A0504,A1546,LS_A0504,습열,찌기,동태,main,,100,50.0,15000.0,g,3.0,1.0986122886681098,4.605170185988092,0.6354
A1546_LS_A0504,A1546,LS_A0504,습열,찌기,무,sub,,100,20.0,6000.0,g,3.0,1.0986122886681098,4.605170185988092,0.6354
A1245_LS_A0232,A1245,LS_A0232,습열,끓이기(삶기),건새우,main,,100,3.0,500.0,g,1.6666666666666667,0.5108256237659907,4.605170185988092,0.6341
A1355_LS_A0104,A1355,LS_A0104,습열,찌기,마늘,seasoning,,100,1.0,60.0,g,0.6,-0.5108256237659907,4.605170185988092,0.6327
A0854_LS_A0016,A0854,LS_A0016,건열,굽기,소고기,main,,100,80.0,5000.0,g,0.625,-0.4700036292457356,4.605170185988092,0.6305
A0854_LS_A0016,A0854,LS_A0016,건열,굽기,새송이버섯,sub,,100,40.0,1000.0,g,0.25,-1.3862943611198906,4.605170185988092,0.6305
A0854_LS_A0016,A0854,LS_A0016,건열,굽기,마늘,seasoning,,100,3.0,300.0,g,1.0,0.0,4.605170185988092,0.6305
A0854_LS_A0016,A0854,LS_A0016,건열,굽기,간장,seasoning,,100,5.0,500.0,g,1.0,0.0,4.605170185988092,0.6305
A0854_LS_A0016,A0854,LS_A0016,건열,굽기,양파,sub,,100,5.0,500.0,g,1.0,0.0,4.605170185988092,0.6305
A0854_LS_A0016,A0854,LS_A0016,건열,굽기,참기름,seasoning,oil_fat,100,1.0,300.0,g,3.0,1.0986122886681098,4.605170185988092,0.6305
A0854_LS_A0016,A0854,LS_A0016,건열,굽기,후추,seasoning,,100,1.0,100.0,g,1.0,0.0,4.605170185988092,0.6305
A1490_LS_A0041,A1490,LS_A0041,건열,볶기,가지,main,,300,60.0,21000.0,g,1.1666666666666667,0.15415067982725836,5.703782474656201,0.6298
A1490_LS_A0041,A1490,LS_A0041,건열,볶기,양파,sub,,300,30.0,2000.0,g,0.2222222222222222,-1.5040773967762742,5.703782474656201,0.6298
A1753_LS_A0236,A1753,LS_A0236,습열,끓이기(삶기),다시마,sub,,100,1.0,60.0,g,0.6,-0.5108256237659907,4.605170185988092,0.6298
A1753_LS_A0236,A1753,LS_A0236,습열,끓이기(삶기),된장,seasoning,,100,15.0,1800.0,g,1.2,0.1823215567939546,4.605170185988092,0.6298
A1803_LS_A0216,A1803,LS_A0216,습열,끓이기,무,sub,,100,20.0,4000.0,g,2.0,0.6931471805599453,4.605170185988092,0.6286
A1803_LS_A0216,A1803,LS_A0216,습열,끓이기,고춧가루,seasoning,,100,1.0,200.0,g,2.0,0.6931471805599453,4.605170185988092,0.6286
A1046_LS_A0400,A1046,LS_A0400,비가열,무치기,참기름,seasoning,oil_fat,100,5.0,100.0,g,0.2,-1.6094379124341003,4.605170185988092,0.6286
A1803_LS_A0216,A1803,LS_A0216,습열,끓이기,참기름,seasoning,oil_fat,100,1.0,50.0,g,0.5,-0.6931471805599453,4.605170185988092,0.6286
